식품명,식재료코드
무(왜무),1040140001
무(적운무),1040150001
무(조선무),1040160001
무(조선무)/국산,1040160002
무(조선무)/일반,1040160003
무(조선무)/친환경,1040160004
무(조선무)/GAP,1040160005
무(조선무)/김치제조용,1040160006
"무(조선무)/간것(가루, 분말)",1040160007
무(조선무)/껍질제거(깐것),1040160008
무(조선무)/세척한것,1040160009
무(조선무)/절단된것,1040160010
무(조선무)/슬라이스,1040160011
무(초롱무),1040170001
무(초롱무)/껍질제거,1040170002
"생강/국산, 껍질제거(깐것)",1040180001
"생강/외국산, 껍질제거(깐것)",1040180002
"생강/일반, 껍질제거(깐것)",1040180003
"생강/친환경, 껍질제거(깐것)",1040180004
"생강/GAP, 껍질제거(깐것)",1040180005
"생강/김치제조용, 껍질제거(깐것)",1040180006
"생강/말린것(건조), 간것(가루, 분말), 껍질제거(깐것)",1040180007
"생강/간것(가루, 분말), 껍질제거(깐것)",1040180008
생강/껍질제거(깐것),1040180009
"생강/껍질제거(깐것), 다진것",1040180010
생강/국산,1040180011
생강/외국산,1040180012
생강/일반,1040180013
생강/친환경,1040180014
생강/GAP,1040180015
생강/김치제조용,1040180016
알타리무(총각무)뿌리,1040190001
알타리무(총각무)뿌리/껍질제거(깐것),1040190002
알타리무(총각무)잎,1040200001
야콘,1040210001
야콘뿌리,1040220001
야콘잎,1040230001
양파,1040240001
양파/국산,1040240002
양파/일반,1040240003
양파/친환경,1040240004
양파/GAP,1040240005
양파/김치제조용,1040240006
양파/장아찌용,1040240007
양파/동결건조,1040240008
"양파/동결건조, 말린것(건조)",1040240009
양파/삶은것,1040240010
양파/껍질제거(깐것),1040240011
양파/절단된것,1040240012
양파(적양파),1040250001
양파(적양파)/일반,1040250002
양파(적양파)/친환경,1040250003
양파(적양파)/GAP,1040250004
양파(적양파)/껍질제거(깐것),1040250005
연근,1040260001
연근/국산,1040260002
연근/외국산,1040260003
연근/일반,1040260004
연근/친환경,1040260005
연근/GAP,1040260006
연근/삶은것,1040260007
"연근/간것(가루, 분말)",1040260008
연근/껍질제거(깐것),1040260009
"연근/껍질제거(깐것), 절단된것",1040260010
"연근/껍질제거(깐것), 슬라이스",1040260011
연근/슬라이스,1040260012
"연근/슬라이스, 조림용",1040260013
"연근/슬라이스, 튀김용",1040260014
왜무뿌리,1040270001
왜무잎,1040280001
우엉,1040290001
우엉/국산,1040290002
우엉/외국산,1040290003
우엉/일반,1040290004
우엉/친환경,1040290005
우엉/GAP,1040290006
우엉/김밥용,1040290007
"우엉/간것(가루, 분말)",1040290008
우엉/껍질제거(깐것),1040290009
우엉/절단된것,1040290010
우엉/채썬것(세절),1040290011
우엉/실채,1040290012
우엉/슬라이스,1040290013
풋마늘,1040300001
풋마늘/껍질제거(깐것),1040300002
딜,1050010001
라디키오,1050020001
라벤다,1050030001
레몬밤,1050040001
로즈마리,1050050001
로즈마리/말린것(건조),1050050002
로즈잎,1050060001
루꼴라,1050070001
루비아(꼭두서니),1050080001
물밤,1050090001
민트,1050100001
바질(바실(개량종)),1050110001
바질(바실(개량종))/말린것(건조),1050110002
바질(바실(재래종)),1050120001
바질(바실),1050130001
백리향(타임),1050140001
"백리향(타임)/간것(가루, 분말)",1050140002
세이지,1050150001
시소,1050160001
식용꽃,1050170001
알로에,1050180001
애플민트,1050190001
차빌,1050200001
차이브,1050210001
크레송,1050220001
타라곤,1050230001
페파민트,1050240001
페페론치노,1050250001
펜넬,1050260001
허브,1050270001
강남조나물,1060010001
강남조나물/말린것(건조),1060010002
갬추(산채),1060020001
갬추(산채)/말린것(건조),1060020002
갯나물(세발나물),1060030001
고구마줄기,1060040001
고구마줄기/국산,1060040002
고구마줄기/외국산,1060040003
고구마줄기/일반,1060040004
고구마줄기/친환경,1060040005
고구마줄기/GAP,1060040006
"고구마줄기/데친것, 말린것(건조)",1060040007
고구마줄기/말린것(건조),1060040008
"고구마줄기/말린것(건조), 삶은것",1060040009
"고구마줄기/말린것(건조), 삶은것, 껍질제거(깐것)",1060040010
고구마줄기/삶은것,1060040011
고구마줄기/껍질제거(깐것),1060040012
고비,1060050001
"고비/데친것, 말린것(건조)",1060050002
고비/말린것(건조),1060050003
"고비/말린것(건조), 삶은것",1060050004
고비/삶은것,1060050005
고사리,1060060001
고사리/국산,1060060002
고사리/외국산,1060060003
고사리/일반,1060060004
고사리/친환경,1060060005
고사리/GAP,1060060006
"고사리/데친것, 말린것(건조)",1060060007
고사리/말린것(건조),1060060008
고사리/삶은것,1060060009
곤달비,1060070001
곤드레(고려엉겅퀴),1060080001
곤드레(고려엉겅퀴)/일반,1060080002
곤드레(고려엉겅퀴)/친환경,1060080003
곤드레(고려엉겅퀴)/GAP,1060080004
곤드레(고려엉겅퀴)/데친것,1060080005
"곤드레(고려엉겅퀴)/데친것, 말린것(건조)",1060080006
곤드레(고려엉겅퀴)/말린것(건조),1060080007
"곤드레(고려엉겅퀴)/말린것(건조), 삶은것",1060080008
곤드레(고려엉겅퀴)/삶은것,1060080009
"곤드레(고려엉겅퀴)/살균포장, 진공포장",1060080010
공심채(모닝글로리),1060090001
공심채(모닝글로리)/삶은것,1060090002
꼬깔나물(산채),1060100001
꼬깔나물(산채)/말린것(건조),1060100002
다래순,1060110001
다래순/말린것(건조),1060110002
달래,1060120001
달래/국산,1060120002
달래/일반,1060120003
달래/친환경,1060120004
달래/GAP,1060120005
달래/다듬은것(손질),1060120006
돌나물,1060130001
돌나물/일반,1060130002
돌나물/친환경,1060130003
돌나물/GAP,1060130004
동아,1060140001
두릅,1060150001
두릅/데친것,1060150002
두릅(참두릅),1060160001
두릅(참두릅)/일반,1060160002
두릅(참두릅)/친환경,1060160003
두릅(참두릅)/GAP,1060160004
땅두릅,1060170001
땅두릅/일반,1060170002
땅두릅/친환경,1060170003
땅두릅/GAP,1060170004
땅두릅/데친것,1060170005
머위대,1060180001
머위대/국산,1060180002
머위대/일반,1060180003
머위대/친환경,1060180004
머위대/GAP,1060180005
머위대/데친것,1060180006
머위대/삶은것,1060180007
명이나물(산마늘(산채)),1060190001
무꼬투리,1060200001
무말랭이,1060210001
무말랭이/일반,1060210002
무말랭이/친환경,1060210003
무말랭이/GAP,1060210004
무시래기,1060220001
무시래기/국산,1060220002
무시래기/외국산,1060220003
무시래기/일반,1060220004
무시래기/친환경,1060220005
무시래기/GAP,1060220006
무시래기/데친것,1060220007
"무시래기/데친것, 말린것(건조)",1060220008
무시래기/말린것(건조),1060220009
"무시래기/말린것(건조), 삶은것",1060220010
무시래기/삶은것,1060220011
물강활,1060230001
물강활/말린것(건조),1060230002
박고지(박오가리),1060240001
박고지(박오가리)/말린것(건조),1060240002
박고지(박오가리)/삶은것,1060240003
방풍나물,1060250001
방풍나물/데친것,1060250002
방풍나물/말린것(건조),1060250003
"방풍나물/말린것(건조), 삶은것",1060250004
방풍나물/다듬은것(손질),1060250005
비름나물,1060260001
비름나물/국산,1060260002
비름나물/일반,1060260003
비름나물/친환경,1060260004
비름나물/GAP,1060260005
비름나물/데친것,1060260006
삼나물(산채),1060270001
삼나물(산채)/국산,1060270002
삼나물(산채)/말린것(건조),1060270003
솔장다리,1060280001
쇠귀나물,1060290001
쇠귀나물뿌리,1060300001
쇠귀나물뿌리/삶은것,1060300002
수리취(떡취),1060310001
숙주나물,1060320001
숙주나물/국산,1060320002
숙주나물/외국산,1060320003
숙주나물/일반,1060320004
숙주나물/친환경,1060320005
숙주나물/GAP,1060320006
숙주나물/삶은것,1060320007
얼레지,1060330001
얼레지뿌리(산채),1060340001
얼레지뿌리(산채)/말린것(건조),1060340002
엉겅퀴(산채),1060350001
"엉겅퀴(산채)/말린것(건조), 생건",1060350002
"엉겅퀴(산채)/말린것(건조), 숙건",1060350003
왜우산풀(산채),1060360001
왜우산풀(산채)/숙성시킨것,1060360002
원추리,1060370001
줄나물(산채),1060380001
줄나물(산채)/국산,1060380002
줄나물(산채)/말린것(건조),1060380003
참나물,1060390001
참나물/국산,1060390002
참나물/외국산,1060390003
참나물/일반,1060390004
참나물/친환경,1060390005
참나물/GAP,1060390006
참나물/말린것(건조),1060390007
참나물/삶은것,1060390008
참반디,1060400001
참반디/말린것(건조),1060400002
참죽,1060410001
참죽나물(가죽나물),1060420001
참죽나물(가죽나물)/말린것(건조),1060420002
창출나물(산채),1060430001
취나물,1060440001
취나물/국산,1060440002
취나물/외국산,1060440003
취나물/일반,1060440004
취나물/친환경,1060440005
취나물/GAP,1060440006
취나물/데친것,1060440007
"취나물/데친것, 말린것(건조)",1060440008
취나물/말린것(건조),1060440009
"취나물/말린것(건조), 삶은것",1060440010
취나물/삶은것,1060440011
취나물(곰취),1060450001
취나물(곰취)/국산,1060450002
취나물(곰취)/일반,1060450003
취나물(곰취)/친환경,1060450004
취나물(곰취)/GAP,1060450005
취나물(곰취)/말린것(건조),1060450006
"취나물(곰취)/말린것(건조), 삶은것",1060450007
취나물(참취),1060460001
취나물(참취)/국산,1060460002
취나물(참취)/일반,1060460003
취나물(참취)/친환경,1060460004
취나물(참취)/GAP,1060460005
"취나물(참취)/데친것, 말린것(건조)",1060460006
콩나물,1060470001
콩나물/국산,1060470002
콩나물/외국산,1060470003
콩나물/일반,1060470004
콩나물/친환경,1060470005
콩나물/GAP,1060470006
콩나물/삶은것,1060470007
콩나물/두절,1060470008
콩나물/두절/국산,1060470009
콩나물/두절/외국산,1060470010
콩나물/두절/일반,1060470011
콩나물/두절/친환경,1060470012
콩나물/두절/GAP,1060470013
콩나물(녹색콩나물),1060480001
콩나물(녹색콩나물)/일반,1060480002
콩나물(녹색콩나물)/친환경,1060480003
콩나물(녹색콩나물)/GAP,1060480004
콩나물(어린것),1060490001
콩나물(어린것)/일반,1060490002
콩나물(어린것)/친환경,1060490003
콩나물(어린것)/GAP,1060490004
파드득나물,1060500001
피마자(아주까리),1060510001
피마자(아주까리)/말린것(건조),1060510002
피마자(아주까리)/삶은것,1060510003
호박나물(산채),1060520001
홍치나물(산채),1060530001
홍치나물(산채)/말린것(건조),1060530002
홑잎나물,1060540001
홑잎나물/삶은것,1060540002
검은비늘버섯,1070010001
검은비늘버섯/말린것(건조),1070010002
노루궁뎅이버섯,1070020001
느타리버섯,1070030001
느타리버섯/일반,1070030002
느타리버섯/친환경,1070030003
느타리버섯/GAP,1070030004
느타리버섯/말린것(건조),1070030005
느타리버섯/삶은것,1070030006
만가닥버섯,1070040001
목이버섯,1070050001
목이버섯/일반,1070050002
목이버섯/친환경,1070050003
목이버섯/GAP,1070050004
목이버섯/말린것(건조),1070050005
목이버섯/삶은것,1070050006
목이버섯(흰목이버섯),1070060001
목이버섯(흰목이버섯)/말린것(건조),1070060002
밤버섯,1070070001
버들송이버섯갓,1070080001
버들송이버섯갓/말린것(건조),1070080002
버들송이버섯줄기,1070090001
버들송이버섯줄기/말린것(건조),1070090002
뽕나무버섯,1070100001
뽕나무버섯갓,1070110001
뽕나무버섯갓/말린것(건조),1070110002
뽕나무버섯줄기,1070120001
뽕나무버섯줄기/말린것(건조),1070120002
상황버섯,1070130001
상황버섯/말린것(건조),1070130002
"상황버섯/간것(가루, 분말)",1070130003
석이버섯,1070140001
석이버섯/말린것(건조),1070140002
송이버섯,1070150001
송이버섯/일반,1070150002
송이버섯/친환경,1070150003
송이버섯/GAP,1070150004
송이버섯(백일송이버섯),1070160001
송이버섯(버들송이버섯),1070170001
송이버섯(흑송이버섯),1070180001
싸리버섯,1070190001
싸리버섯/말린것(건조),1070190002
애느타리버섯,1070200001
애느타리버섯/일반,1070200002
애느타리버섯/친환경,1070200003
애느타리버섯/GAP,1070200004
양송이버섯,1070210001
양송이버섯/일반,1070210002
양송이버섯/친환경,1070210003
양송이버섯/GAP,1070210004
영지버섯,1070220001
영지버섯/말린것(건조),1070220002
잎새버섯,1070230001
잣버섯,1070240001
잣버섯/말린것(건조),1070240002
큰느타리버섯(새송이버섯),1070250001
큰느타리버섯(새송이버섯)/일반,1070250002
큰느타리버섯(새송이버섯)/친환경,1070250003
큰느타리버섯(새송이버섯)/GAP,1070250004
큰느타리버섯(새송이버섯)/소(小),1070250005
큰느타리버섯(새송이버섯)/데친것,1070250006
큰느타리버섯(새송이버섯)/말린것(건조),1070250007
"큰느타리버섯(새송이버섯)/간것(가루, 분말)",1070250008
팽이버섯,1070260001
팽이버섯/일반,1070260002
팽이버섯/친환경,1070260003
팽이버섯/GAP,1070260004
팽이버섯/데친것,1070260005
팽이버섯(황금팽이버섯(노란팽이)),1070270001
표고버섯,1070280001
표고버섯/외국산,1070280002
표고버섯/일반,1070280003
표고버섯/친환경,1070280004
표고버섯/GAP,1070280005
표고버섯/말린것(건조),1070280006
"표고버섯/말린것(건조), 슬라이스",1070280007
"표고버섯/간것(가루, 분말)",1070280008
표고버섯/슬라이스,1070280009
표고버섯플레이크,1070290001
감자,1080010001
감자/일반,1080010002
감자/친환경,1080010003
감자/GAP,1080010004
"감자/구운것, 껍질제거(깐것)",1080010005
감자/삶은것,1080010006
감자/껍질제거(깐것),1080010007
"감자/껍질제거(깐것), 절단된것",1080010008
"감자/껍질제거(깐것), 웨지모양",1080010009
"감자/껍질제거(깐것), 슬라이스",1080010010
"감자/껍질제거(깐것), 아이스박스포장, 진공포장",1080010011
감자/절단된것,1080010012
감자/웨지모양,1080010013
감자(대지감자),1080020001
감자(대지감자)/일반,1080020002
감자(대지감자)/친환경,1080020003
감자(대지감자)/GAP,1080020004
"감자(대지감자)/껍질제거(깐것), 절단된것",1080020005
감자(대지감자)/절단된것,1080020006
감자(돼지감자),1080030001
감자(돼지감자)/일반,1080030002
감자(돼지감자)/친환경,1080030003
감자(돼지감자)/GAP,1080030004
감자(돼지감자)/껍질제거(깐것),1080030005
감자(돼지감자)/절단된것,1080030006
감자(수미감자),1080040001
감자(수미감자)/일반,1080040002
감자(수미감자)/친환경,1080040003
감자(수미감자)/GAP,1080040004
감자(수미감자)/껍질제거(깐것),1080040005
"감자(수미감자)/껍질제거(깐것), 절단된것",1080040006
감자(수미감자)/절단된것,1080040007
감자(알감자),1080050001
감자(알감자)/일반,1080050002
감자(알감자)/친환경,1080050003
감자(알감자)/GAP,1080050004
"감자(알감자)/삶은것, 껍질제거(깐것)",1080050005
감자(알감자)/껍질제거(깐것),1080050006
감자(유색감자),1080060001
감자(유색감자)/일반,1080060002
감자(유색감자)/친환경,1080060003
감자(유색감자)/GAP,1080060004
감자(유색감자)/찐것,1080060005
감자(유색감자)/껍질제거(깐것),1080060006
"감자(유색감자)/껍질제거(깐것), 절단된것",1080060007
