레시피구분,레시피명,열량
국류,북어채미역국,열량 : 63 kcal
밥류,쌀밥,열량 : 230.58 kcal
무침류,깻잎순나물,열량 : 34.73 kcal
조림류,닭살데리야끼조림,열량 : 110.58 kcal
국류,다시마채국,열량 : 16.43 kcal
밥류,차조밥,열량 : 219.84 kcal
보조식,수리취떡,열량 : 62.1 kcal
찜류,연두부찜/새싹,열량 : 56.18 kcal
무침류,오리엔탈소스채소무침,열량 : 22.89 kcal
무침류,사과오이무침,열량 : 16.85 kcal
무침류,콥샐러드/요거트드레싱,열량 : 40.27 kcal
기타,모듬수제피클,열량 : 25.84 kcal
무침류,유자샐러드,열량 : 46.79 kcal
무침류,콜라비샐러드,열량 : 36.05 kcal
무침류,사과미나리생채,열량 : 38.97 kcal
무침류,참나물샐러드,열량 : 32.11 kcal
무침류,토마토어린잎샐러드,열량 : 14.85 kcal
무침류,상추배무침,열량 : 16.14 kcal
국류,맑은우동국물,열량 : 48.18 kcal
무침류,모둠해초무침,열량 : 10.62 kcal
구이류,너비아니구이,열량 : 92.63 kcal
국류,두부참치김치찌개,열량 : 49.87 kcal
무침류,토마토유자샐러드,열량 : 56.9 kcal
무침류,오복채무침,열량 : 12.06 kcal
국류,짬뽕순두부,열량 : 109.36 kcal
부침류,메밀전병,열량 : 114.34 kcal
밥류,굴국밥,열량 : 91.53 kcal
국류,해물짬뽕국,열량 : 323.86 kcal
밥류,오므라이스/소스,열량 : 212.57 kcal
찜류,딤섬,열량 : 84 kcal
무침류,훈제치킨샐러드,열량 : 93.68 kcal
밥류,열무김치비빔밥,열량 : 275.73 kcal
무침류,모듬묵/양념장,열량 : 61.61 kcal
밥류,혼합10곡잡곡밥,열량 : 216.21 kcal
볶음류,쭈꾸미간장채소볶음,열량 : 119.63 kcal
기타,오이피클,열량 : 38.77 kcal
구이류,사과소스목살스테이크,열량 : 204.6 kcal
밥류,햄달걀볶음밥,열량 : 227.89 kcal
찜류,훈제오리찜,열량 : 105.85 kcal
무침류,파프리카부추무침,열량 : 15.39 kcal
무침류,콘채소샐러드,열량 : 58.72 kcal
무침류,상추사과무침,열량 : 5.94 kcal
국류,채소수프,열량 : 29.26 kcal
국류,옥수수크림수프,열량 : 111.76 kcal
국류,어묵국,열량 : 73.94 kcal
찜류,단호박갈비찜,열량 : 371.5 kcal
국류,미역왜된장국,열량 : 37.92 kcal
무침류,귤연두부샐러드,열량 : 63.36 kcal
국류,돼지고기김치찌개,열량 : 147.62 kcal
볶음류,닭갈비,열량 : 243.48 kcal
국류,소고기버섯국,열량 : 69.87 kcal
구이류,닭살카레구이,열량 : 310.41 kcal
무침류,치커리사과겉절이,열량 : 98.07 kcal
무침류,우엉깨무침,열량 : 59.83 kcal
국류,만두국,열량 : 252.11 kcal
볶음류,부추잡채,열량 : 217.02 kcal
조림류,연근땅콩조림,열량 : 104.71 kcal
부침류,느타리버섯파전,열량 : 145.58 kcal
무침류,치커리상추무침,열량 : 34.51 kcal
국류,근대된장국,열량 : 43.59 kcal
무침류,골뱅이채소무침,열량 : 97.65 kcal
볶음류,부추달걀볶음,열량 : 139.45 kcal
무침류,시금치나물무침,열량 : 36.89 kcal
국류,배추콩비지찌개,열량 : 66.54 kcal
볶음류,돼지고기목살볶음,열량 : 254.13 kcal
무침류,파래무무침,열량 : 28.05 kcal
밥류,소고기하이라이스,열량 : 504.2 kcal
조림류,단호박돼지고기조림,열량 : 182.55 kcal
무침류,도라지생채,열량 : 52.72 kcal
조림류,꽁치조림,열량 : 150.08 kcal
무침류,참나물오이무침,열량 : 27.28 kcal
국류,들깨시래기된장국,열량 : 103.83 kcal
조림류,매운닭감자조림,열량 : 222.42 kcal
부침류,배추전/레몬간장,열량 : 110.59 kcal
무침류,사과샐러리샐러드,열량 : 57 kcal
국류,소고기조랭이떡국,열량 : 47.69 kcal
찜류,돼지고기사태찜,열량 : 249.42 kcal
국류,콩나물무채국1,열량 : 40.59 kcal
무침류,무미나리생채,열량 : 36.85 kcal
찜류,돼지갈비찜,열량 : 397.96 kcal
볶음류,브로콜리토마토볶음,열량 : 76.06 kcal
구이류,삼치유자청구이,열량 : 273.43 kcal
무침류,방풍된장나물,열량 : 54.86 kcal
조림류,단호박호두조림,열량 : 169.49 kcal
국류,순두부찌개,열량 : 80.1 kcal
구이류,마늘소스닭다리구이,열량 : 325.81 kcal
무침류,물미역초회,열량 : 26.04 kcal
무침류,콩나물무침,열량 : 31.21 kcal
국류,감자미역국,열량 : 37.04 kcal
구이류,두부구이,열량 : 165.59 kcal
볶음류,오징어양배추볶음,열량 : 200.47 kcal
무침류,유채,열량 : 34.17 kcal
국류,시금치두부된장국,열량 : 73.26 kcal
볶음류,오리불고기,열량 : 258.68 kcal
무침류,봄동배추겉절이,열량 : 40.95 kcal
기타,채소피클,열량 : 42.87 kcal
볶음류,돼지고기부추볶음,열량 : 234.3 kcal
무침류,상추/저염견과쌈장,열량 : 49.8 kcal
국류,물오징어찌개,열량 : 99.4 kcal
부침류,수제완자전,열량 : 225.73 kcal
무침류,사과부추무침,열량 : 64.89 kcal
국류,쑥국,열량 : 80.64 kcal
볶음류,오징어채소볶음,열량 : 203.39 kcal
무침류,참나물두부무침,열량 : 66.7 kcal
무침류,토마토샐러드,열량 : 59.04 kcal
볶음류,마늘종건새우볶음,열량 : 100.32 kcal
무침류,채소스틱/저염두부쌈장,열량 : 29.62 kcal
국류,냉이두부국,열량 : 70.78 kcal
찜류,닭찜,열량 : 279.72 kcal
튀김류,연근튀김,열량 : 118.63 kcal
무침류,얼큰콩나물무침,열량 : 31.84 kcal
국류,미역국,열량 : 20.85 kcal
무침류,봄동달래겉절이,열량 : 39.5 kcal
무침류,우엉들깨소스무침,열량 : 123.32 kcal
국류,감자맑은국,열량 : 23.68 kcal
볶음류,제육볶음,열량 : 295.44 kcal
볶음류,느타리버섯볶음,열량 : 51.82 kcal
무침류,쌈채소/저염두부쌈장,열량 : 38.91 kcal
구이류,코다리찹쌀구이,열량 : 376.41 kcal
무침류,취나물무침,열량 : 53.03 kcal
무침류,단호박샐러드,열량 : 53.46 kcal
국류,동태찌개,열량 : 234.78 kcal
볶음류,잡채,열량 : 209.82 kcal
무침류,오이양파생채,열량 : 24.81 kcal
무침류,그린딸기드레싱샐러드,열량 : 52.52 kcal
조림류,고등어무조림,열량 : 185.4 kcal
무침류,도라지생채,열량 : 46.13 kcal
부침류,부추전,열량 : 127.1 kcal
국류,건새우콩나물국,열량 : 32.3 kcal
구이류,돼지고기생강장구이,열량 : 606.54 kcal
무침류,풋마늘대나물,열량 : 63.02 kcal
국류,소고기두부맑은국,열량 : 95.53 kcal
볶음류,무청볶음,열량 : 78.82 kcal
볶음류,꽈리고추볶음,열량 : 50.49 kcal
무침류,콩나물겨자채,열량 : 48.62 kcal
조림류,건새우무조림,열량 : 64.31 kcal
국류,소고기뭇국,열량 : 101.75 kcal
구이류,삼치엿장구이,열량 : 277.47 kcal
무침류,깻잎겉절이,열량 : 45.83 kcal
밥류,카레라이스,열량 : 619.49 kcal
국류,달걀쪽파맑은국,열량 : 58.73 kcal
튀김류,만두과일탕수,열량 : 228.11 kcal
국류,양송이스프,열량 : 152.44 kcal
면류,미트스파게티,열량 : 514.37 kcal
빵류,마늘빵,열량 : 269.61 kcal
무침류,양상추샐러드,열량 : 43.8 kcal
국류,유부채국,열량 : 81.78 kcal
밥류,비빔밥,열량 : 606.49 kcal
볶음류,어묵꽈리고추볶음,열량 : 81.24 kcal
국류,북어국,열량 : 111.83 kcal
볶음류,표고버섯마파두부,열량 : 287.86 kcal
구이류,가지구이,열량 : 47.85 kcal
국류,배추속대국,열량 : 46.76 kcal
조림류,갈치감자조림,열량 : 186.29 kcal
무침류,비름나물무침,열량 : 38.61 kcal
무침류,그린샐러드/키위드레싱,열량 : 126.44 kcal
튀김류,만두탕수,열량 : 350.08 kcal
무침류,오이치커리무침,열량 : 45.08 kcal
국류,콩나물무채국,열량 : 39.69 kcal
조림류,코다리호박조림,열량 : 273.54 kcal
볶음류,감자카레볶음,열량 : 71.44 kcal
무침류,노각무침,열량 : 42.03 kcal
밥류,파인애플볶음밥,열량 : 399.76 kcal
국류,새우달걀국,열량 : 123.58 kcal
무침류,베이비채소샐러드,열량 : 50.7 kcal
국류,닭곰탕,열량 : 172.6 kcal
무침류,영양부추지무침,열량 : 35.49 kcal
부침류,깻잎전,열량 : 283.72 kcal
국류,버섯매운국,열량 : 65.42 kcal
볶음류,소불고기,열량 : 266.62 kcal
찜류,양배추찜/저염두부쌈장,열량 : 53.54 kcal
볶음류,머위대들깨나물,열량 : 175.67 kcal
국류,미역오이냉국,열량 : 21.09 kcal
구이류,참조기구이,열량 : 236.82 kcal
무침류,청경채생채,열량 : 38.19 kcal
국류,호박잎된장국,열량 : 54.07 kcal
구이류,고등어유자청구이,열량 : 380.26 kcal
무침류,참나물겉절이,열량 : 40.02 kcal
무침류,삼색겨자냉채,열량 : 45.1 kcal
국류,삼계탕/겨자소스,열량 : 797.18 kcal
무침류,저염배추겉절이,열량 : 18.22 kcal
국류,근대두부된장국,열량 : 47.39 kcal
볶음류,돼지고기고추장볶음,열량 : 215.39 kcal
무침류,쌈채소/저염두부쌈장,열량 : 46.17 kcal
볶음류,애호박볶음,열량 : 49.32 kcal
국류,순두부맑은국,열량 : 89.45 kcal
조림류,수제미트볼케첩조림,열량 : 207.52 kcal
볶음류,꽈리고추건새우볶음,열량 : 97.17 kcal
무침류,쑥갓땅콩나물무침,열량 : 29.74 kcal
국류,소고기된장찌개,열량 : 85.21 kcal
구이류,달걀채소말이,열량 : 143.45 kcal
무침류,부추렌치드레싱,열량 : 61.1 kcal
면류,콩국수,열량 : 771.91 kcal
구이류,군만두/간장소스,열량 : 364.07 kcal
국류,참치채소찌개,열량 : 108.05 kcal
국류,건새우아욱국,열량 : 49.45 kcal
무침류,도토리쑥갓무침,열량 : 27.73 kcal
볶음류,고구마줄기볶음,열량 : 45.59 kcal
무침류,상추쑥갓겉절이,열량 : 39.82 kcal
국류,호박두부된장찌개,열량 : 56.76 kcal
구이류,가자미구이/양념장,열량 : 212.66 kcal
무침류,실파강회,열량 : 28.6 kcal
볶음류,느타리부추들깨볶음,열량 : 54.16 kcal
조림류,새우무조림,열량 : 112.66 kcal
볶음류,애호박표고버섯볶음,열량 : 44.92 kcal
국류,들깨미역국,열량 : 62.15 kcal
볶음류,소고기양송이볶음,열량 : 169.38 kcal
무침류,깻잎무침,열량 : 54.84 kcal
부침류,감자전,열량 : 91.11 kcal
국류,대구탕,열량 : 91.47 kcal
무침류,숙주나물무침,열량 : 21.89 kcal
튀김류,버섯탕수,열량 : 138.73 kcal
국류,돼지고기두부찌개,열량 : 122.26 kcal
구이류,갈치카레구이,열량 : 191.95 kcal
국류,시금치국,열량 : 84.63 kcal
무침류,백진미채무침,열량 : 130.3 kcal
찜류,달걀찜,열량 : 98.45 kcal
볶음류,깻잎순나물볶음,열량 : 46.22 kcal
밥류,소고기덮밥,열량 : 562.65 kcal
국류,콩나물국,열량 : 31.89 kcal
무침류,미나리초생채,열량 : 37.07 kcal
무침류,단감샐러드,열량 : 110.6 kcal
국류,유부두부국,열량 : 78.21 kcal
튀김류,포크커틀릿,열량 : 261.28 kcal
무침류,오이생채,열량 : 44.61 kcal
무침류,그린샐러드,열량 : 53.24 kcal
국류,황태뭇국,열량 : 94.12 kcal
조림류,닭고기연근조림,열량 : 237.03 kcal
무침류,가지들깨무침,열량 : 32.26 kcal
무침류,브로콜리초회,열량 : 44 kcal
국류,토란탕,열량 : 73.31 kcal
무침류,참나물참깨무침,열량 : 25.73 kcal
국류,얼갈이된장국,열량 : 58.82 kcal
무침류,도라지배무침,열량 : 59.7 kcal
국류,맑은된장국,열량 : 32.21 kcal
무침류,영양부추오이무침,열량 : 34.42 kcal
기타,무비트피클,열량 : 42.85 kcal
국류,닭살곰탕/소면,열량 : 406.25 kcal
볶음류,고추잡채,열량 : 83.53 kcal
구이류,두부구이/양념장,열량 : 141.91 kcal
구이류,오미자 풍덩 떡갈비,열량 : 263.25 kcal
찜류,닭매운찜,열량 : 182.94 kcal
구이류,양송이를 품은 닭가슴살,열량 : 215.39 kcal
무침류,안심콩나물샐러드,열량 : 253.2 kcal
구이류,안심된장샌드위치,열량 : 97.74 kcal
구이류,슈바이네학센,열량 : 93.27 kcal
볶음류,소고기파프리카볶음,열량 : 75.14 kcal
볶음류,우둔살파프리카볶음,열량 : 320.83 kcal
무침류,향초로맛낸닭가슴살과딸기토마토양파소스,열량 : 583 kcal
볶음류,돼지고기 파인애플 된장볶음,열량 : 107.18 kcal
무침류,맥적샐러드,열량 : 107.96 kcal
구이류,돼지고기김치말이구이,열량 : 227.09 kcal
구이류,돼지안심구이와파인애플소스,열량 : 360.44 kcal
부침류,수삼닭가슴살전,열량 : 175.42 kcal
볶음류,돼지고기 사과 매콤볶음,열량 : 208.57 kcal
튀김류,흑임자누룽지치킨,열량 : 316.96 kcal
빵류,견과류달걀빵,열량 : 355.51 kcal
볶음류,돼지고기 단호박볶음,열량 : 315.36 kcal
밥류,돼지고기 가지덮밥,열량 : 147.02 kcal
튀김류,우리장영양돈가스,열량 : 206.38 kcal
구이류,배소스닭다리구이와표고버섯소스부추무침,열량 : 388.71 kcal
튀김류,닭안심찹쌀튀김샐러드,열량 : 268.14 kcal
튀김류,간장에빠진닭튀김,열량 : 140.66 kcal
면류,닭고기와사랑에빠진수제비,열량 : 132.13 kcal
면류,돼지고기김치크림파스타,열량 : 290.93 kcal
찜류,돼지고기선,열량 : 128.88 kcal
밥류,닭고기우엉된장덮밥,열량 : 202.11 kcal
국류,닭장영양떡국,열량 : 500.46 kcal
국류,달걀누룽지탕,열량 : 106.1 kcal
국류,돼지고기스튜,열량 : 357.58 kcal
튀김류,돼지고기깐풍기,열량 : 240.01 kcal
구이류,돼지고기안심된장구이와파인애플소스,열량 : 322.41 kcal
조림류,돼지고기젓국조림과김치무침,열량 : 208.23 kcal
찜류,돼지고기김치말이찜,열량 : 112.74 kcal
구이류,닭가슴살섭산적,열량 : 162.13 kcal
튀김류,닭가슴살감자크로켓,열량 : 462.9 kcal
무침류,닭가슴살냉채,열량 : 99.89 kcal
튀김류,닭다리봉튀김과매운소스,열량 : 2922.51 kcal
부침류,닭가슴살감자전,열량 : 157.75 kcal
밥류,닭가슴살데리야끼채소비빔밥,열량 : 545.36 kcal
국류,닭가슴살배추들깨국,열량 : 119.45 kcal
밥류,닭가슴살과견과류비빔밥,열량 : 435.76 kcal
볶음류,닭고구마볶음,열량 : 512.32 kcal
국류,오리탕,열량 : 254.69 kcal
부침류,감자카레전,열량 : 134.3 kcal
구이류,닭가슴살버터구이,열량 : 90.74 kcal
부침류,파프리카달걀말이,열량 : 117.45 kcal
볶음류,해물우동볶음,열량 : 134.38 kcal
조림류,크림떡볶이,열량 : 264.69 kcal
무침류,아삭이고추된장무침,열량 : 13.4 kcal
구이류,도라지떡갈비구이,열량 : 95 kcal
무침류,진미채매콤무침,열량 : 76.84 kcal
구이류,수제한우떡갈비구이,열량 : 99.04 kcal
무침류,노각무침,열량 : 9.13 kcal
구이류,새송이버섯간장버터구이,열량 : 9.64 kcal
무침류,브로콜리들깨무침,열량 : 60.14 kcal
찜류,연두부/양념장,열량 : 49.6 kcal
볶음류,명엽채엿장볶음,열량 : 36.78 kcal
무침류,천사채샐러드,열량 : 38.77 kcal
무침류,가지나물무침,열량 : 7.93 kcal
무침류,고사리들깨나물,열량 : 27.8 kcal
무침류,푸실리샐러드,열량 : 100.88 kcal
볶음류,건새우마늘종볶음,열량 : 22.74 kcal
무침류,유채나물무침,열량 : 10.54 kcal
볶음류,미역줄기당근볶음,열량 : 9.59 kcal
무침류,고구마순나물무침,열량 : 10.4 kcal
무침류,참치브로콜리깨무침,열량 : 52.34 kcal
볶음류,궁중떡볶이,열량 : 127.65 kcal
무침류,달걀마요네즈샐러드,열량 : 99.44 kcal
무침류,배추들깨나물무침,열량 : 17.73 kcal
튀김류,단호박튀김,열량 : 108.6 kcal
볶음류,깻잎두부볶음,열량 : 25.14 kcal
튀김류,고구마빠스,열량 : 135.96 kcal
볶음류,한우당면볶음,열량 : 83.46 kcal
볶음류,숙주새우달걀볶음,열량 : 60.25 kcal
볶음류,돼지고기버섯굴소스볶음,열량 : 79.02 kcal
죽류,소고기표고버섯죽,열량 : 179.05 kcal
볶음류,카레버터새우볶음,열량 : 68.34 kcal
볶음류,미역줄기볶음,열량 : 10.29 kcal
볶음류,돼지고기파프리카간장볶음,열량 : 85.49 kcal
볶음류,스크램블팽이버섯볶음,열량 : 94.92 kcal
볶음류,소고기애호박볶음,열량 : 64.3 kcal
죽류,감자양배추영양죽,열량 : 59.61 kcal
튀김류,두부찹쌀강정,열량 : 147.49 kcal
찜류,깻잎양념찜,열량 : 17.42 kcal
죽류,단호박죽,열량 : 64.19 kcal
튀김류,찹쌀연근튀김,열량 : 152.91 kcal
무침류,과일샐러드/요구르트드레싱,열량 : 39.03 kcal
면류,어린이쌀국수,열량 : 169.34 kcal
볶음류,건파래볶음,열량 : 25.27 kcal
면류,새우볶음우동,열량 : 170.29 kcal
부침류,대구전,열량 : 89.6 kcal
부침류,두부맛살전,열량 : 125.18 kcal
조림류,팽이버섯간장조림,열량 : 16.37 kcal
조림류,오징어떡조림,열량 : 108.93 kcal
조림류,두부데리야끼조림,열량 : 53.21 kcal
부침류,달걀김말이,열량 : 83.38 kcal
조림류,고등어무조림,열량 : 107.83 kcal
찜류,단호박찜,열량 : 23.44 kcal
볶음류,소고기 당면볶음,열량 : 129.55 kcal
찜류,새우당근달걀찜,열량 : 47.96 kcal
조림류,버섯장조림,열량 : 15.46 kcal
찜류,양송이버섯찜,열량 : 42.38 kcal
죽류,연두부버섯죽,열량 : 76.77 kcal
죽류,참치죽,열량 : 73.54 kcal
죽류,무숙주죽,열량 : 76.13 kcal
죽류,미역달걀노른자죽,열량 : 89.07 kcal
부침류,두부달걀부침,열량 : 82.65 kcal
죽류,당근호박,열량 : 102.59 kcal
죽류,호박찹쌀죽,열량 : 59.26 kcal
구이류,황태채구이,열량 : 123.99 kcal
죽류,소고기채소죽,열량 : 64.96 kcal
구이류,양송이치즈구이,열량 : 46.09 kcal
죽류,낙지죽,열량 : 117.27 kcal
죽류,미역죽,열량 : 110.16 kcal
구이류,두부양념구이,열량 : 73.52 kcal
죽류,닭죽,열량 : 117.44 kcal
죽류,치즈고구마죽,열량 : 134.12 kcal
죽류,김찹쌀죽,열량 : 76.69 kcal
구이류,소고기소금구이,열량 : 112.06 kcal
죽류,팥죽,열량 : 92.76 kcal
죽류,치즈단호박죽,열량 : 119.01 kcal
구이류,수제치킨 스테이크,열량 : 74.23 kcal
죽류,소고기죽,열량 : 118.99 kcal
구이류,삼겹살된장구이,열량 : 276.54 kcal
구이류,모닝빵치즈구이,열량 : 152.48 kcal
죽류,오트밀죽,열량 : 84.89 kcal
무침류,느타리초무침,열량 : 17.04 kcal
무침류,배추된장들깨무침,열량 : 36.06 kcal
무침류,브로콜리참치샐러드,열량 : 92.76 kcal
죽류,양배추김죽,열량 : 109.54 kcal
죽류,감자양배추죽,열량 : 59.61 kcal
무침류,비름나물된장무침,열량 : 30.55 kcal
무침류,오이토마토오일무침,열량 : 23.49 kcal
죽류,버섯영양죽,열량 : 60.69 kcal
무침류,당근건포도 무침,열량 : 30.28 kcal
죽류,닭가슴살팽이버섯죽,열량 : 85.92 kcal
무침류,단호박햄으깸,열량 : 70.99 kcal
죽류,흰살생선시금치죽,열량 : 73.74 kcal
죽류,무양배추죽,열량 : 65.95 kcal
볶음류,시금치옥수수볶음,열량 : 64.88 kcal
죽류,찹쌀단호박죽,열량 : 73.97 kcal
볶음류,베이컨시금치볶음,열량 : 55.47 kcal
죽류,찹쌀사과죽,열량 : 56.52 kcal
볶음류,베이컨 달걀볶음,열량 : 111.65 kcal
죽류,맛살죽,열량 : 117.33 kcal
죽류,연두부닭죽,열량 : 77.84 kcal
죽류,버섯두부죽,열량 : 74.04 kcal
죽류,오이연두부죽,열량 : 67.94 kcal
볶음류,청경채새우살볶음,열량 : 31.4 kcal
죽류,흑미버섯죽,열량 : 92.67 kcal
죽류,들깨버섯죽,열량 : 147.12 kcal
죽류,두부감자죽,열량 : 75.36 kcal
볶음류,콩나물버섯볶음,열량 : 34.82 kcal
죽류,두부브로콜리죽,열량 : 85.46 kcal
볶음류,연근돼지고기볶음,열량 : 102.53 kcal
죽류,브로콜리배추죽,열량 : 67.82 kcal
조림류,단호박조림,열량 : 36.97 kcal
죽류,시금치달걀노른자죽,열량 : 71.85 kcal
조림류,무말랭이어묵조림,열량 : 103.26 kcal
볶음류,들깨두부볶음,열량 : 47.3 kcal
조림류,버섯버터조림,열량 : 41.1 kcal
무침류,쑥갓두부으깸무침,열량 : 29.53 kcal
볶음류,오이들깨볶음,열량 : 10.48 kcal
조림류,닭고기채소조림,열량 : 114.79 kcal
볶음류,닭가슴살버섯볶음,열량 : 68.41 kcal
부침류,참치팽이버섯전,열량 : 108.75 kcal
조림류,간장고구마조림,열량 : 78.23 kcal
부침류,참치두부전,열량 : 105.21 kcal
조림류,닭간장조림,열량 : 168.73 kcal
죽류,호두죽,열량 : 180.8 kcal
튀김류,두부올리고당강정,열량 : 101.28 kcal
튀김류,파마산치즈단호박튀김,열량 : 74.56 kcal
튀김류,연근반달튀김,열량 : 70.06 kcal
소스류,마늘소스,열량 : 82.13 kcal
튀김류,양송이튀김,열량 : 51.35 kcal
소스류,인삼소스,열량 : 84.04 kcal
소스류,두반장소스,열량 : 72.09 kcal
튀김류,메추리알 튀김,열량 : 135.5 kcal
부침류,모듬채소전,열량 : 56.96 kcal
소스류,피넛소스,열량 : 86.88 kcal
부침류,송이버섯전,열량 : 35.62 kcal
소스류,고추마늘오일소스,열량 : 204.74 kcal
소스류,브라운머스터드소스,열량 : 17.6 kcal
부침류,팽이맛살전,열량 : 59.43 kcal
소스류,파인애플소스,열량 : 36.66 kcal
부침류,무전,열량 : 30.2 kcal
소스류,깨장소스,열량 : 208.08 kcal
부침류,버섯꼬치전,열량 : 77.6 kcal
찜류,비엔나콩나물찜,열량 : 70.23 kcal
소스류,애플소스,열량 : 87.03 kcal
소스류,달콤깐풍소스,열량 : 34.42 kcal
소스류,버섯소스,열량 : 96.48 kcal
찜류,콩나물버섯찜,열량 : 44.76 kcal
소스류,양파소스,열량 : 72.27 kcal
밥류,닭고기솥밥,열량 : 271.84 kcal
소스류,깨소스,열량 : 67.87 kcal
소스류,된장마요네즈소스,열량 : 78.53 kcal
밥류,가지밥,열량 : 256.95 kcal
소스류,허니머스터드소스,열량 : 71.71 kcal
국류,솎음배추대국,열량 : 23.64 kcal
소스류,매운핫소스,열량 : 52.31 kcal
소스류,겨자소스,열량 : 17 kcal
면류,된장수제비,열량 : 54.05 kcal
소스류,굴소스,열량 : 119.14 kcal
튀김류,닭강정소스,열량 : 53.16 kcal
소스류,데리야끼소스,열량 : 239.82 kcal
볶음류,가지매콤양념볶음,열량 : 49.96 kcal
튀김류,견과류달걀떡강정,열량 : 562.05 kcal
구이류,토마토에푹빠진달걀,열량 : 348.03 kcal
볶음류,에그잡채,열량 : 236.64 kcal
무침류,토마토 비네그렛 샐러드,열량 : 11.5 kcal
부침류,달걀프라이감자채전,열량 : 322.77 kcal
밥류,돼지고기양송이덮밥,열량 : 13.35 kcal
구이류,수제고구마달걀오믈렛,열량 : 134.86 kcal
면류,달걀스파게티피자,열량 : 423.77 kcal
국류,감자양파스프,열량 : 27.99 kcal
튀김류,달걀탕수육,열량 : 896 kcal
무침류,사과그린샐러드,열량 : 4.29 kcal
볶음류,파프리카오리고기볶음,열량 : 44.86 kcal
볶음류,시금치치즈스크램블,열량 : 11.23 kcal
구이류,달걀포테이토구이와양송이소스,열량 : 120.21 kcal
구이류,둥지달걀,열량 : 329.45 kcal
국류,돼지갈비감자탕,열량 : 168 kcal
찜류,바나나올린달걀찜,열량 : 191.19 kcal
구이류,돼지안심구이와 파인애플소스3,열량 : 26.31 kcal
찜류,건고추 간장 오리찜,열량 : 280.14 kcal
무침류,떡갈비봄동샐러드와오렌지드레싱,열량 : 362.61 kcal
무침류,배소스를곁들인닭다리구이와표고버섯소스부추무침,열량 : 23.34 kcal
구이류,채소고추장삼겹살,열량 : 243.72 kcal
국류,돼지고기무짠지찌개,열량 : 131.83 kcal
튀김류,딸기탕수육,열량 : 204.42 kcal
무침류,훈제오리 채소무침과 무쌈,열량 : 221.52 kcal
볶음류,훈제오리 영양볶음,열량 : 271.36 kcal
면류,콩나물 계빔면,열량 : 552.78 kcal
볶음류,두가지맛한국식바비큐와잡채파스타,열량 : 448.28 kcal
조림류,채소를 곁들인 차슈,열량 : 539.3 kcal
찜류,전통식 김치말이 돼지고기찜,열량 : 80.23 kcal
구이류,깔조네,열량 : 224.87 kcal
튀김류,깻잎튀김,열량 : 103.74 kcal
부침류,봄나물전,열량 : 87.93 kcal
튀김류,갈치카레튀김,열량 : 170.02 kcal
튀김류,어묵빵가루튀김,열량 : 184.6 kcal
튀김류,달걀튀김,열량 : 197.86 kcal
국류,어린이냉이된장국,열량 : 31.64 kcal
면류,된장미역수제비,열량 : 208.96 kcal
찜류,어린이물만두,열량 : 65.5 kcal
면류,들깨칼국수,열량 : 273.84 kcal
면류,김치수제비,열량 : 205.33 kcal
면류,콩국수,열량 : 400.01 kcal
면류,간장비빔국수,열량 : 283.17 kcal
면류,팥칼국수,열량 : 384.09 kcal
구이류,가지데리야끼구이,열량 : 32.78 kcal
구이류,연어스테이크,열량 : 119.92 kcal
부침류,쑥갓조개전,열량 : 84.05 kcal
부침류,콩비지김치전,열량 : 88.7 kcal
부침류,두부참치전,열량 : 88.93 kcal
부침류,굴전,열량 : 113.42 kcal
부침류,메밀배추전,열량 : 72.18 kcal
부침류,연근파래전,열량 : 64.63 kcal
구이류,고등어유자소스구이,열량 : 137.97 kcal
구이류,메로구이,열량 : 80.78 kcal
구이류,씨겨자닭살채소구이,열량 : 159.99 kcal
찜류,순두부버섯달걀찜,열량 : 73.96 kcal
찜류,돈사태김치찜,열량 : 179.86 kcal
죽류,시금치죽,열량 : 147.89 kcal
죽류,대구죽,열량 : 177.41 kcal
조림류,오징어장조림,열량 : 88.19 kcal
조림류,홍합고추조림,열량 : 58.98 kcal
조림류,토란양송이조림,열량 : 38.26 kcal
조림류,소시지감자조림,열량 : 119.24 kcal
조림류,새송이달걀조림,열량 : 58.76 kcal
조림류,곤약꽈리고추조림,열량 : 24.9 kcal
면류,자장면,열량 : 454.93 kcal
볶음류,관자죽순볶음,열량 : 50.86 kcal
볶음류,건새우양배추볶음,열량 : 30.99 kcal
볶음류,도라지들깨볶음,열량 : 40.93 kcal
볶음류,매운호박볶음,열량 : 40.84 kcal
볶음류,호박고지볶음,열량 : 65.05 kcal
볶음류,아주까리나물볶음,열량 : 54.74 kcal
무침류,북어채무침,열량 : 86.23 kcal
무침류,묵말랭이무침,열량 : 23.44 kcal
부침류,느타리버섯전,열량 : 93.81 kcal
면류,어린이수제비국,열량 : 18.28 kcal
튀김류,냉이튀김,열량 : 116.53 kcal
죽류,전복죽,열량 : 160.11 kcal
죽류,들깨죽,열량 : 225.94 kcal
죽류,잣죽,열량 : 176.21 kcal
죽류,콩죽,열량 : 144.74 kcal
죽류,인삼죽,열량 : 145.44 kcal
죽류,녹두죽,열량 : 174.6 kcal
죽류,북어죽,열량 : 174.74 kcal
죽류,홍합죽,열량 : 162.92 kcal
죽류,순두부죽,열량 : 149.22 kcal
죽류,타락죽,열량 : 138.24 kcal
죽류,참치채소죽,열량 : 185.55 kcal
죽류,낙지김치죽,열량 : 186.34 kcal
죽류,새우미나리죽,열량 : 185.41 kcal
